,symbol,id
981,وتوس,68117765376081366
982,صنوین,68203878405672734
983,طلا2,68285083509815728
984,مروارید2,68432348554443792
985,فپنتا,68488673556087148
986,شبصیر,68517032834363488
987,همراه,68635710163497089
988,اتکاسا,68644622102682218
989,داتام,68863997659126807
990,ثباغ,68909035712962732
991,کاریس,69067576215760005
992,سپیدما2,69081464170052337
993,دیران,69090868458637360
994,پترول,69143674941561637
995,فن افزار,69171897374421261
996,شکام,69446612239102459
997,بشهاب,69454539056549106
998,ویسا,69472361926040823
999,فروژ,69817338460284329
1000,اوان,69847139870135237
1001,کارام,69904617508102874
1002,بکاب,70219663893822560
1003,البرز,70270965300262393
1004,ختوقا,70289374539527245
1005,فکمند,70309338813767186
1006,گشان,70391097626818082
1007,دپارس,70474983732269112
1008,هرمز,70498485598181604
1009,متال,70515583859928047
1010,سلام,70541934393301867
1011,پارند,70595828753641750
1012,پتروپاداش2,70698197503236949
1013,دیبا,70698996132397388
1014,بهین رو2,70766443960930830
1015,امین شهر,70814244102598215
1016,سآبیک,70883594945615893
1017,شخارک,70934270174405743
1018,بگیلان,71068313834275501
1019,داریک,71076372178147339
1020,زقیام,71290297158948749
1021,ذوب,71483646978964608
1022,دبالک,71510396252618330
1023,کمند2,71516048161401340
1024,اعتماد4,71523045480231681
1025,قشیر,71523986304961239
1026,فالوم,71571639927013317
1027,غبهار,71666521540545716
1028,ثروتم,71672399601682259
1029,ولصنم,71744682148776880
1030,غصینو,71758511001096824
1031,کارا,71843282162462661
1032,سپ,71856634742001725
1033,ارزش مسکن,71945594172117613
1034,شپترو,71957984642204570
1035,پارتا,72044846109864381
0,لازما,50368344235826302
1,دسانکو,47348197320716810
2,وسصفا,11827297444577200
3,تکالا,67612261115225625
4,فسلیر,43026118635839182
5,وسمازن,11358107932902023
6,شکبیر,56574323121551263
7,شوش,46778692022402356
8,وسمرکز,19511179561056679
9,وسلرستا,58358543014279572
10,نکالا,10919655792568926
11,وسهرمز,46820237871803554
12,توسعه,7769065543658313
13,ددانا,69540585676934415
14,وساشرقی,65774725600261203
15,خفولا,23049019886587905
16,ولاعتماد,68261410734526618
17,وملل,24644999329120295
18,لخانه,56006915451245411
19,فاسمین,66701874099226162
20,گوهران,65018804181564924
21,بزندگی,4341085373810698
22,زاگرس,13235547361447092
23,وسخراج,10191122735393627
24,کساپا,28325731560106431
25,وسهمدا,22318795784160675
26,وسبوشهر,44411078630612905
27,وساغربی,35282121039020302
28,چکارم,59887423232292688
29,بپویا,48517714910707769
30,تپمپس,34512227538629253
31,فایرا,65004959184388996
32,انرژی2,16330743198286823
33,ومعادن,58931793851445922
34,ثزاگرس,28854105556435129
35,وساربیل,7768327419174840
36,وسکهبو,68870496728320072
37,وسخراش,47362853625306007
38,وانصار,49776615757150035
39,چبسپا,68931850646832531
40,وسکرمان,64217006537761390
41,تراک,47682749782963302
42,کایتا,45608932669358493
43,وسفارس,71335098849021006
44,کبورس,37366608481858080
45,وفردا,36235343945196457
46,وقوام,49396161442874149
47,وثامن,70841787274602388
48,بورس3,70352803009101806
49,وسزنجان,36857080203588624
50,سلیم,51390991364277477
51,وسخوز,5454781314262062
52,شپدیس,20562694899904339
53,انرژی1,61725225143026283
54,بهامرز,61792732570093263
55,بدکو,52894922031595796
56,حیات,7826686478591760
57,وسکرشا,59462881877083131
58,شکلر,62177651435283872
59,بتیس,63910100928196369
60,وارس,53686258677793038
61,وآداک,14880127004206268
62,بتهران,47563321799863211
63,ثقزوی,12965822877128721
64,دهدشت,15374483986949695
65,کالا4,18136496510495835
66,مفاخر,4247709727327181
67,وسیستا,16370154440238855
68,ثامان,66456062140680461
69,وبرق,61298636307861167
70,وسگلستا,1277592884769853
71,پکویر,7235435095059069
72,کایگچ,37369138117139150
73,آباد,59612098290740355
74,دزاگرس,43450146028916610
75,حکمت,7881099657101647
76,وسرضوی,51185499879934793
77,ومهر,71665987033532474
78,تولیددارو,4287217773498527
79,شمواد,28251956446987982
80,خنصیر,17834623106317041
81,قنقش,3050342257199174
82,نمرینو,30231789123900526
83,وسگیلا,55916539620839777
84,وبصادر,28320293733348826
85,کازرو,16777570760181431
86,وسیزد,63570910379296908
87,غانیزان,53350307353645375
88,کالا,44549439964296944
89,آکنتور,44834847569322522
90,رایا,26958787408104156
91,رافزا,68941822863885255
92,اکالا,49869693814643443
93,کصدف,42696242981550091
94,وسقم,55850912428859273
95,نبورس,60095061789823130
96,بفجر,46178280540110577
97,وکوثر,41036181221659834
98,مبین,27922860956133067
99,وسکرد,37351190176977060
100,وسیلام,59652306881376415
101,خودرو,65883838195688438
102,دسبحان,5866848234665627
103,سینرژی,15001802434062073
